datetime,VOC,CO2,humidity,temperature,water_temperature,pH,EC
2020-07-28 17:11:54,3.3,405.6,71.33333333333333,22.0,20.69,6.86,-1.0
2020-07-28 18:31:56,8.5,403.1,64.0,24.333333333333332,20.69,6.87,-1.0
2020-07-28 19:35:51,1.1,407.2,68.0,23.0,20.75,-1.0,-1.0
2020-07-28 20:37:04,3.3,404.2,66.66666666666667,23.0,20.75,-1.0,-1.0
2020-07-28 21:42:09,0.4,409.7,69.0,23.0,20.81,-1.0,-1.0
2020-07-29 03:27:25,1.0,414.3,69.0,22.0,20.87,6.86,0.77
2020-07-29 10:52:51,8.4,406.6,65.0,22.0,.00,-1.0,-1.0
2020-07-29 12:05:31,0.4,411.7,43.333333333333336,14.0,20.75,-1.0,-1.0
2020-07-29 13:32:57,1.8,410.1,61.666666666666664,21.333333333333332,20.69,7.4,0.79
2020-07-29 19:08:15,0.4,413.6,62.333333333333336,21.0,20.62,-1.0,-1.0
2020-07-29 20:13:19,10.4,412.0,39.666666666666664,15.0,20.62,-1.0,-1.0
2020-07-29 22:20:33,0.1,414.6,60.0,22.0,20.69,6.84,-1.0
2020-07-30 10:49:05,0.6,414.8,61.0,21.0,20.69,6.84,0.7
2020-07-30 11:51:46,1.2,417.9,54.666666666666664,23.0,20.62,-1.0,-1.0
2020-07-30 16:01:47,1.1,416.0,55.333333333333336,21.0,20.56,-1.0,-1.0
2020-07-30 17:07:14,4.2,408.0,67.0,22.0,20.56,-1.0,-1.0
2020-07-30 18:12:17,1.3,407.0,61.0,22.0,20.56,-1.0,-1.0
2020-07-30 19:17:22,4.8,407.5,58.333333333333336,22.0,20.56,-1.0,-1.0
2020-07-30 20:22:24,1.6,416.8,61.0,22.0,20.62,4.96,-1.0
2020-07-30 22:31:48,6.4,407.6,60.0,22.0,20.62,4.96,0.71
2020-07-31 10:47:13,2.7,405.7,62.666666666666664,21.666666666666668,20.69,-1.0,-1.0
2020-07-31 11:50:10,1.2,415.9,64.0,21.0,20.62,-1.0,-1.0
2020-07-31 13:47:08,3.2,406.0,61.0,21.0,20.56,-1.0,-1.0
2020-07-31 15:16:53,0.4,411.5,67.66666666666667,21.333333333333332,20.50,-1.0,-1.0
2020-07-31 16:20:24,0.5,408.5,45.333333333333336,14.0,20.50,-1.0,-1.0
2020-07-31 19:10:31,1.3,415.5,68.0,22.0,20.50,-1.0,-1.0
2020-07-31 20:32:10,0.4,413.6,63.666666666666664,22.0,20.56,-1.0,-1.0
2020-07-31 22:32:10,5.8,411.0,65.0,22.0,20.56,-1.0,-1.0
2020-08-01 10:36:21,0.2,410.9,66.0,21.0,20.56,-1.0,-1.0
2020-08-01 12:16:55,0.9,412.7,66.33333333333333,22.0,,-1.0,-1.0
2020-08-01 13:45:59,3.1,405.7,66.0,21.666666666666668,20.50,7.08,0.73
2020-08-01 14:51:55,0.0,410.7,64.0,22.333333333333332,20.50,6.92,-1.0
2020-08-01 16:47:13,0.0,413.0,66.33333333333333,22.0,20.44,-1.0,-1.0
2020-08-01 21:22:53,3.5,407.8,41.333333333333336,15.333333333333334,20.56,-1.0,-1.0
2020-08-01 22:27:59,3.9,405.2,63.0,22.0,20.56,7.06,-1.0
2020-08-02 10:47:25,6.4,407.2,62.0,22.333333333333332,20.37,6.99,-1.0
